9.580779,19.112359
9.819895,26.122763
9.797112,21.087362
10.018869,20.250488
9.732252,20.298291
8.891165,24.720797
10.189833,19.963170
8.950570,20.092861
10.532062,26.826872
11.269809,15.810234
9.908414,17.848513
9.560219,19.405444
10.045386,19.035741
9.362806,26.575449
10.834706,22.322858
9.840029,19.681322
10.989426,25.683542
10.588551,20.385253
10.549156,21.945906
10.334766,27.384564
8.949695,26.830451
9.000734,17.754410
10.644651,23.353061
10.649405,18.593651
11.107546,21.013747
11.041425,22.812200
8.982108,18.217563
10.251509,19.966382
9.915557,19.673774
9.766935,18.093296
9.449157,22.537728
10.397218,19.140051
9.135272,18.793996
11.289758,16.647628
9.550804,28.259862
12.443254,23.150923
13.142451,16.897685
10.823046,19.745602
16.148369,23.715279
13.131515,16.483194
17.547374,23.301971
