3.688933,6.044531
3.216238,10.216618
3.177595,6.964249
3.517914,7.231169
3.393575,5.361620
3.832790,6.693769
3.487288,7.276814
3.320422,7.286910
3.446040,8.688610
3.290065,8.349740
3.578044,9.571151
3.379396,9.836077
3.346470,8.259586
3.695242,9.235972
3.495393,6.580556
3.622608,8.948361
3.428559,5.325133
3.710962,7.461334
3.936724,6.451558
3.653111,6.390830
3.592937,8.482201
3.325117,5.679115
3.480330,10.922708
3.543558,8.428054
3.549159,6.800990
3.262805,4.057383
3.553078,7.914179
3.480687,4.257954
3.500207,5.744336
3.978677,7.655480
3.639391,7.455803
3.801727,7.477935
4.067485,8.545246
3.518250,8.458060
3.908063,6.847975
3.795507,5.595390
3.626046,7.036188
3.836427,7.809663
3.587910,6.932973
3.794149,6.091433
3.603367,6.058785
3.484987,6.028505
3.647253,6.990900
3.821314,7.761616
3.606242,8.059240
3.325722,6.458640
3.379311,8.029888
3.311708,4.836066
3.497300,5.529709
3.464810,4.331282
