3.218322,14.404540
3.799213,15.082641
3.985944,14.096450
3.609833,13.459209
3.508049,14.635733
3.283318,15.021755
3.445977,17.956050
3.562574,15.109597
3.289916,11.817252
3.315769,11.912584
3.331879,16.290372
3.485768,20.365662
3.282156,9.217478
3.289251,11.298642
3.279126,10.568084
3.285324,19.014229
3.375064,21.199586
3.478077,15.424538
3.714899,17.178467
3.357840,17.234005
3.489364,11.989148
3.653583,15.577546
3.265035,13.252626
3.214184,11.266947
3.693571,17.152151
3.198356,11.778464
3.372357,12.129663
3.256046,13.506576
3.487692,15.144821
3.555038,13.285082
3.740118,18.281327
3.429253,13.589345
3.467260,13.506576
3.278128,15.208979
3.178259,10.171783
3.614472,15.193121
3.322047,14.208098
3.121367,18.314928
3.414789,11.826943
3.630766,15.679926
3.457388,13.249740
3.462923,16.325294
3.291168,10.675317
3.329359,22.949542
3.032937,12.865981
3.533888,10.844831
3.431926,13.052304
3.725721,14.015714
3.439274,16.429888
3.435356,14.721935
3.714625,20.882768
3.563239,15.674813
3.600573,13.440894
3.374410,19.184605
3.359757,11.177397
3.287504,16.546242
3.378736,10.946079
3.300674,14.371511
3.667494,16.302464
3.321860,14.296925
3.452893,11.676857
3.543563,16.380306
3.306635,10.834541
3.169812,16.081910
3.056874,10.797554
3.329791,11.169076
3.338729,14.117671
3.458945,12.056681
3.349008,11.986920
3.577607,15.193121
3.406751,14.885829
3.347735,14.489456
3.555517,11.657780
3.639487,15.003749
3.253022,11.603495
3.341444,12.244632
3.220761,17.278315
3.421597,12.161855
3.462303,17.541883
3.273367,11.585511
3.666350,12.614107
3.192788,11.226162
3.298345,12.651798
3.177399,17.749650
3.457221,16.460010
3.255144,12.222475
3.465408,23.151655
3.243559,16.203947
3.234381,10.944178
3.593165,17.391012
3.514520,14.736924
3.410917,16.893367
3.258862,10.141600
3.375142,10.213929
3.417770,13.066437
3.481089,15.727618
3.452112,17.004472
3.774000,11.086530
3.421710,13.684102
3.368844,24.488392
