0.345667,5.744577
0.323060,5.744577
0.313310,5.744577
0.314250,5.744577
0.314155,5.744577
0.310621,5.744577
0.313361,5.744577
0.326124,5.744577
0.311439,5.744577
0.313546,5.744577
0.312097,5.744577
0.318368,5.744577
0.312104,5.744577
0.312942,5.744577
0.313122,5.744577
0.312378,5.744577
0.316536,5.744577
0.315349,5.744577
0.315251,5.744577
0.318583,5.744577
0.317385,5.744577
0.319142,5.744577
0.311617,5.744577
0.311663,5.744577
0.312157,5.744577
0.311032,5.744577
0.310744,5.744577
0.314256,5.744577
0.311706,5.744577
0.313033,5.744577
0.316502,5.744577
0.314761,5.744577
0.321466,5.744577
0.319986,5.744577
0.318495,5.744577
0.317770,5.744577
0.318047,5.744577
0.319497,5.744577
0.316822,5.744577
0.316446,5.744577
0.318387,5.744577
0.316496,5.744577
0.314027,5.744577
0.312427,5.744577
0.312161,5.744577
0.312325,5.744577
0.311493,5.744577
0.318228,5.744577
0.319520,5.744577
0.315810,5.744577
0.315019,5.744577
0.310008,5.744577
0.312741,5.744577
0.316080,5.744577
0.315145,5.744577
0.315966,5.744577
0.312472,5.744577
0.313397,5.744577
0.319118,5.744577
0.313245,5.744577
0.312902,5.744577
0.312050,5.744577
0.312939,5.744577
0.310225,5.744577
0.314679,5.744577
0.312186,5.744577
0.314001,5.744577
0.312611,5.744577
0.313226,5.744577
0.322353,5.744577
0.322917,5.744577
0.316159,5.744577
0.318480,5.744577
0.317833,5.744577
0.316420,5.744577
0.359626,5.744577
0.340065,5.744577
0.336945,5.744577
0.340537,5.744577
0.336951,5.744577
0.355960,5.744577
0.344265,5.744577
0.321541,5.744577
0.316960,5.744577
0.318900,5.744577
0.319096,5.744577
0.318884,5.744577
0.318251,5.744577
0.316255,5.744577
0.317279,5.744577
0.316588,5.744577
0.316505,5.744577
0.316588,5.744577
0.318289,5.744577
0.323690,5.744577
0.319537,5.744577
0.319812,5.744577
0.318562,5.744577
0.324751,5.744577
0.327255,5.744577
