7.122607,15.556151
6.704273,18.002874
7.399212,18.645172
7.423953,13.264205
6.826845,19.420954
6.935141,12.136296
6.546042,19.169713
6.865056,14.362416
6.825872,19.408528
7.045691,12.087285
7.012602,18.473495
7.046707,13.337261
6.986916,15.213270
7.325052,15.413712
7.303420,18.153604
7.511580,15.565845
8.177553,11.297974
7.129424,15.856356
6.856888,11.030914
6.905962,20.326192
6.413862,17.120618
7.146174,16.681072
6.842829,17.607887
7.247282,15.620379
6.906934,14.271098
8.141047,18.387049
8.875900,15.336898
7.799753,21.626752
6.907990,11.980905
6.925893,16.450759
7.089404,22.635577
7.433682,13.245259
7.481074,13.726947
6.765643,13.880348
7.698385,13.132546
6.724012,15.292115
6.923583,15.002418
6.963869,14.446905
6.890705,13.945658
7.544091,15.325345
6.960543,14.841673
6.394796,16.395182
6.774935,15.743180
6.864435,13.916187
7.155451,16.725795
6.460829,12.554164
6.457754,19.967839
6.525739,17.157268
6.559384,20.745929
7.481648,21.001313
8.085661,18.106349
7.186675,15.366486
7.403884,21.300931
6.600040,12.720200
6.936771,15.717790
7.577327,17.301478
8.605895,14.576451
